NR_CANDIDATO,IDADE,N_Declarou,Menor10K,10kA100K,100kA1000K,Maior1000K,DS_GENERO_FEMININO,DS_GENERO_MASCULINO,DS_COR_RACA_AMARELA,DS_COR_RACA_BRANCA,DS_COR_RACA_INDï¿½GENA,DS_COR_RACA_Nï¿½O INFORMADO,DS_COR_RACA_PARDA,DS_COR_RACA_PRETA,DS_CARGO_DEPUTADO ESTADUAL,DS_CARGO_DEPUTADO FEDERAL,DS_ESTADO_CIVIL_CASADO(A),DS_ESTADO_CIVIL_DIVORCIADO(A),DS_ESTADO_CIVIL_SEPARADO(A) JUDICIALMENTE,DS_ESTADO_CIVIL_SOLTEIRO(A),DS_ESTADO_CIVIL_VIï¿½VO(A),QT_VOTOS
35007,70,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
50555,69,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,11.0
13600,32,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,860.0
70600,56,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
90121,29,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
33032,59,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,31.0
55250,40,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.0
30034,39,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,49.0
14789,48,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1.0
27443,32,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,87.0
20200,43,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,527.0
21212,28,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,117.0
20999,41,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0
14900,51,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2.0
19567,36,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
18000,58,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,40.0
22123,62,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,179.0
18580,49,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0
51250,42,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0
55550,70,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
12456,38,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,20.0
11112,33,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,70.0
51332,38,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0
15017,46,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,20.0
33763,45,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
90723,40,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.0
27091,49,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
27453,29,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0
19170,56,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
77000,39,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,7.0
28009,49,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
44044,39,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,87.0
35190,67,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
90800,42,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
20103,41,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10.0
55960,35,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0
20116,34,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
27400,58,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
28311,37,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
44122,53,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
11123,34,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4673.0
15567,48,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,21.0
55968,55,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,8.0
44345,40,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0
44055,44,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
70720,58,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
19293,55,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
77222,48,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
27033,50,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
14943,56,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,411.0
77122,42,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0
35234,28,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
35193,39,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
10007,57,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
12222,37,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,50.0
23111,48,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
12221,44,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
19444,52,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
28077,46,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
30025,45,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
22055,53,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
70222,43,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4.0
20050,29,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.0
11003,48,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4.0
77233,48,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0
77165,54,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7.0
30033,45,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,42.0
10612,69,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
44560,44,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0
18193,63,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
11169,50,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
44890,27,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
40000,43,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,71.0
12122,32,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,11.0
70555,53,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
55205,52,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,17.0
55107,72,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
27027,65,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3.0
77422,42,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
40007,62,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
10567,50,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
11155,53,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,26.0
70473,41,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
22032,44,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14431.0
80180,25,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,173.0
15155,60,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4.0
27609,40,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
19011,32,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
28700,38,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
35258,62,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
14555,59,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,6.0
33654,54,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
28555,56,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
55005,47,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,9.0
33135,37,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,311.0
28228,54,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,7.0
10321,62,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,36.0
90077,49,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
14220,26,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4.0
70707,52,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,208.0
45456,42,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4.0
33210,37,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
33776,52,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0
20110,65,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
44433,45,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,8.0
55333,45,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,50.0
27500,40,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,10.0
11770,39,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0
35022,44,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3.0
90901,52,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
33400,79,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
28578,54,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0
40400,42,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3.0
33110,62,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,22.0
18194,54,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
19700,50,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
90999,59,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4.0
33093,64,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
44111,39,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,32.0
23107,62,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7.0
90789,55,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
44900,27,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0
30900,35,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,22.0
14191,33,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9.0
18004,54,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
90720,48,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
55077,47,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6.0
13400,58,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,34.0
44115,56,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0
15610,54,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,5.0
28022,48,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
29029,57,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4.0
40222,34,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,10.0
22211,52,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,5.0
14000,55,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4.0
22444,42,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12.0
90111,58,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
35555,50,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0
22190,36,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1246.0
18018,42,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1.0
11055,60,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3.0
15707,67,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0
11611,50,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,71.0
45200,35,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,9.0
23321,38,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
27444,38,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
19748,48,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0
23200,40,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,635.0
50000,36,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5272.0
77678,41,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
27454,79,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
22100,45,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,24.0
10433,53,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
70789,37,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20.0
13913,62,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,13.0
50111,38,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,543.0
33012,46,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,39.0
30005,41,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,16.0
45645,45,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0
33777,48,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,83.0
90147,57,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
22122,58,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2709.0
43500,28,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,494.0
12001,46,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14.0
14177,40,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,180.0
77787,57,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
12457,31,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,25.0
18007,40,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,61.0
44550,56,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
19800,50,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
77788,51,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
33002,52,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0
13413,63,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,10.0
13038,29,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11.0
15333,47,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,35.0
19400,32,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
18180,39,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
11070,51,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,41.0
11009,43,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
51027,65,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,546.0
70313,42,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4.0
20377,30,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
10050,53,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
45190,54,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
70115,35,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0
51656,38,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
22007,37,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,8.0
30007,60,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.0
27190,34,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,269.0
40700,36,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5.0
77080,61,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
28787,50,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
65656,76,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,334.0
10177,55,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,447.0
51022,55,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
22456,42,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,9.0
11700,43,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0
28158,64,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
27122,51,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
27177,43,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
11199,39,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,27.0
45045,41,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
70110,46,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,31.0
12712,58,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
11221,55,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10.0
20104,54,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
44054,50,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
11230,48,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7.0
28567,56,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
22762,42,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7.0
55444,41,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3843.0
30330,30,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,8.0
12646,66,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0
14271,52,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
12777,51,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,9.0
19556,44,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
40999,64,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2.0
77099,50,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,5.0
77007,32,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,96.0
77800,63,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
28017,57,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
18900,32,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,22.0
19171,52,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
80000,25,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,45.0
30888,37,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,10.0
11456,55,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,64.0
27899,44,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
27900,60,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,42.0
51900,55,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4.0
14915,59,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0
90363,43,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5.0
13900,52,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,375.0
27345,49,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,31.0
22033,50,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,36.0
10333,66,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
19574,44,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
20011,36,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,22.0
35900,62,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
28777,57,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
15600,66,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4.0
28133,70,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
20120,58,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,701.0
14910,29,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
14932,60,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
19123,33,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,89.0
51400,44,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
14444,46,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,11.0
12318,39,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2.0
11477,56,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
33019,55,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
28220,43,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0
27102,34,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0
27555,56,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
50888,59,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,59.0
23000,51,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,6.0
20163,36,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,75.0
19255,52,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2.0
15123,43,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,11.0
11999,36,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,8.0
44567,59,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,149.0
30190,35,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,47.0
15159,60,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0
35999,27,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
14777,61,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,6.0
90456,56,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
11012,41,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
23245,42,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
50123,61,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,56.0
12444,34,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,6.0
90009,51,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
30201,65,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,11.0
51999,67,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0
55015,56,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,166.0
12212,61,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,98.0
70456,69,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
90222,39,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
27800,34,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,24.0
