NR_CANDIDATO,IDADE,N_Declarou,Menor10K,10kA100K,100kA1000K,Maior1000K,DS_GENERO_FEMININO,DS_GENERO_MASCULINO,DS_COR_RACA_AMARELA,DS_COR_RACA_BRANCA,DS_COR_RACA_INDï¿½GENA,DS_COR_RACA_Nï¿½O INFORMADO,DS_COR_RACA_PARDA,DS_COR_RACA_PRETA,DS_CARGO_DEPUTADO ESTADUAL,DS_CARGO_DEPUTADO FEDERAL,DS_ESTADO_CIVIL_CASADO(A),DS_ESTADO_CIVIL_DIVORCIADO(A),DS_ESTADO_CIVIL_SEPARADO(A) JUDICIALMENTE,DS_ESTADO_CIVIL_SOLTEIRO(A),DS_ESTADO_CIVIL_VIï¿½VO(A),QT_VOTOS
29000,60,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
28000,57,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,162.0
27222,59,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
10580,48,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
22522,59,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2.0
13050,44,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,814.0
90700,62,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4.0
18333,39,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,911.0
27223,44,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
10210,58,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
14012,50,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,11.0
11033,40,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,49.0
13330,26,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,12.0
51300,30,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,583.0
13579,42,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,179.0
44123,39,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0
50300,68,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
33123,46,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,201.0
45999,61,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,16.0
13181,69,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,33.0
44455,54,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,9.0
11100,66,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7.0
51733,47,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2.0
51153,46,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,31.0
33007,37,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
15777,61,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7.0
20118,35,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
12003,51,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
55031,43,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,90.0
44144,49,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,129.0
90777,42,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,52.0
35056,25,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
18881,52,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4.0
19152,36,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
70202,34,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1.0
15510,52,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
10800,61,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,153.0
19111,51,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,4.0
33033,54,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,429.0
18222,47,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0
11739,59,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6.0
33010,44,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
44344,32,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
90900,50,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,104.0
13654,72,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,18.0
27875,60,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
13444,58,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,22.0
65456,48,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,4.0
12012,36,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,21.0
27123,45,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,70.0
19678,55,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3.0
22922,58,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,7.0
22888,52,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
51512,48,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,7.0
11655,50,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
28722,37,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
11020,40,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0
77500,35,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
51051,51,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,12.0
40345,33,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
13480,69,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,81.0
77077,57,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4.0
11222,62,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,99.0
33099,61,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
44950,42,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0
10222,65,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,7.0
16161,47,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,11.0
51234,50,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,9.0
10030,43,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.0
22900,38,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
23214,51,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0
45556,25,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
44700,37,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4.0
30800,58,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3.0
90234,67,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
70702,45,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
44250,47,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4.0
15337,39,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4.0
19789,37,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
70121,49,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
51193,52,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,92.0
27077,68,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
44554,48,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
22323,38,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
22011,58,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,511.0
12007,32,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,320.0
28931,50,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0
35012,64,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
90000,45,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,8.0
11322,52,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8.0
44255,54,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
28950,77,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
19200,38,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4.0
22001,30,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0
50130,48,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,9.0
10023,61,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.0
27007,47,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3.0
14192,38,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0
20705,32,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0
51177,37,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
51713,42,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
77017,49,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
14286,64,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
10031,50,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
13128,62,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4.0
70112,56,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
22203,56,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,6.0
20106,62,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
44998,49,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
22707,48,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3.0
55192,57,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0
27700,43,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0
23500,49,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,225.0
28018,51,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
20513,45,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
28111,52,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,19.0
23023,58,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2.0
12622,58,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,7.0
35123,40,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,756.0
44650,53,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.0
12262,45,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
27230,43,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
27025,46,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
14333,54,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,6.0
33003,48,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
43700,45,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,132.0
16016,48,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
22111,41,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,114.0
10038,42,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7.0
51444,52,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4.0
19191,66,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
51088,34,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
19810,50,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
77777,43,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,167.0
15151,36,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,9.0
51567,56,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5.0
90666,65,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,134.0
80123,29,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7.0
14190,45,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0
20800,51,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,208.0
50444,54,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,12.0
70925,47,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
90557,77,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.0
28180,34,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
27277,37,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
35422,32,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
12120,31,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,43.0
11676,68,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
28067,42,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0
30001,47,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1306.0
55760,59,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
19002,55,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6.0
12300,49,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0
45677,35,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
18013,55,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
77456,44,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4.0
44644,44,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
11038,40,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0
40033,55,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.0
35800,31,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0
33600,55,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
22333,35,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,349.0
12369,68,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,27.0
19299,44,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
14700,44,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
45600,40,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
22353,50,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
22500,54,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1712.0
51122,45,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
20012,54,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,11.0
28993,31,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
23300,54,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
27714,39,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
35350,29,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
23456,42,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,9.0
20111,42,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,9.0
27101,67,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
13077,45,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,34.0
55456,38,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,14.0
20678,50,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
13034,40,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,411.0
15457,66,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
77444,39,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
10035,42,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,44.0
11333,34,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,9.0
35000,61,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0
90831,48,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0
15022,52,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,7.0
13555,47,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,180.0
77001,31,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4.0
11400,33,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
19199,40,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0
22222,25,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,15205.0
20777,42,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,5.0
51456,43,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
19369,53,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,7.0
23393,54,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
13184,39,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4.0
90300,27,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,16.0
19777,54,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
77666,66,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
28165,34,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
33676,43,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,106.0
14456,59,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,28.0
13220,73,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,105.0
12812,61,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
51501,36,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
15133,63,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,103.0
13456,58,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,211.0
77066,56,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
35322,52,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
23333,55,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,27.0
90200,38,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4.0
70888,53,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
70999,54,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0
30010,40,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.0
28221,48,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
44688,35,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4.0
14800,51,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
27562,49,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
13134,39,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,37.0
22410,30,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,10.0
12000,37,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,76.0
27050,34,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0
10221,33,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0
18456,50,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,18420.0
12626,42,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,147.0
10100,48,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,5545.0
10127,50,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0
15222,55,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2.0
70700,38,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2854.0
22028,57,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2.0
11201,56,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,6.0
22050,58,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,9.0
51500,33,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
22300,48,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5.0
45038,36,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
33633,42,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
44000,55,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,40.0
44321,45,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
50180,60,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,18.0
90202,35,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0
70120,31,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0
23281,32,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
18555,32,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,5.0
22200,55,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,43.0
44500,36,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,54.0
12569,58,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4.0
12112,76,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2.0
16166,34,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,12.0
35600,59,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
28800,53,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0
19500,47,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
10262,34,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,12.0
10140,42,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
70200,58,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7.0
30100,67,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,5.0
28123,48,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,18.0
15999,64,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.0
14212,46,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,5.0
33122,47,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4.0
40477,58,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
90970,28,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0
12555,40,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,325.0
35400,26,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
70669,60,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
50050,57,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20.0
18888,53,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3.0
11789,32,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
15215,58,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
44025,32,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,10.0
40789,55,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,18.0
44800,26,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0
45888,36,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0
11077,21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,912.0
33022,69,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,11.0
40077,47,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0
